myid,runno,depot,page_1,page,day,Paddle,Paddle PC,Trip Sheet
SouthernSunday303,303,Southern,1 of 2,63,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page63.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=63.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday304,304,Southern,1 of 2,65,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page65.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=65.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday305,305,Southern,1 of 2,67,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page67.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=67.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday306,306,Southern,1 of 2,69,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page69.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=69.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday307,307,Southern,1 of 2,71,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page71.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=71.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday351,351,Southern,1 of 2,73,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page73.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=73.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday352,352,Southern,1 of 1,75,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page75.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=75.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday353,353,Southern,1 of 2,76,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page76.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=76.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday354,354,Southern,1 of 2,78,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page78.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=78.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday451,451,Southern,1 of 2,80,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page80.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=80.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday452,452,Southern,1 of 2,82,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page82.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=82.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday453,453,Southern,1 of 2,84,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page84.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=84.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday454,454,Southern,1 of 3,86,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page86.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=86.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday501,501,Southern,1 of 2,89,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page89.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=89.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday502,502,Southern,1 of 2,91,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page91.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=91.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday601,601,Southern,1 of 3,93,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page93.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=93.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday602,602,Southern,1 of 3,96,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page96.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=96.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday603,603,Southern,1 of 2,99,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page99.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=99.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday604,604,Southern,1 of 3,101,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page101.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=101.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday605,605,Southern,1 of 3,104,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page104.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=104.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday606,606,Southern,1 of 3,107,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page107.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=107.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday607,607,Southern,1 of 3,110,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page110.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=110.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday608,608,Southern,1 of 3,113,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page113.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=113.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday609,609,Southern,1 of 3,116,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page116.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=116.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday610,610,Southern,1 of 3,119,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page119.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=119.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday701,701,Southern,1 of 2,122,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page122.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=122.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday702,702,Southern,1 of 2,124,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page124.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=124.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday703,703,Southern,1 of 2,126,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page126.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=126.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday704,704,Southern,1 of 2,128,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page128.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=128.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday705,705,Southern,1 of 2,130,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page130.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=130.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday706,706,Southern,1 of 2,132,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page132.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=132.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday707,707,Southern,1 of 4,134,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page134.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=134.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday708,708,Southern,1 of 2,138,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page138.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=138.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday751,751,Southern,1 of 2,140,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page140.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=140.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday752,752,Southern,1 of 2,142,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page142.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=142.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday753,753,Southern,1 of 2,144,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page144.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=144.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday754,754,Southern,1 of 3,146,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page146.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=146.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday755,755,Southern,1 of 2,149,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page149.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=149.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday756,756,Southern,1 of 2,151,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page151.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=151.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday757,757,Southern,1 of 3,153,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page153.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=153.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday758,758,Southern,1 of 2,156,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page156.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=156.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
